sentence,sentiment,topic,processed_text
Anh ấy là một người đam mê và nhiệt huyết với nghề nghiệp của mình.,1,others,anh ấy là một người đam_mê và nhiệt_huyết với nghề_nghiệp của mình
Giảng viên này dạy không vui vẻ và không năng động.,0,lecturer,giảng_viên này dạy không vui_vẻ và không năng_động
Thiết bị học tập tại trường này quá đắt đỏ.,0,facility,thiết_bị học_tập tại trường này quá đắt_đỏ
Tất cả các cơ sở của trường đều rất đẹp và giúp tôi học tập tốt hơn.,1,facility,tất_cả các cơ_sở của trường đều rất đẹp và giúp tôi học_tập tốt hơn
Tôi cảm thấy hạnh phúc khi tham gia vào chương trình đào tạo này vì đã nhận được nhiều sự hỗ trợ từ trường.,2,curriculum,tôi cảm_thấy hạnh_phúc khi tham_gia vào chương_trình đào_tạo này vì đã nhận được nhiều sự hỗ_trợ từ trường
Các khu vực học ngoại ngữ được bố trí thuận tiện cho sinh viên học tập các ngôn ngữ khác nhau.,2,facility,các khu_vực học ngoại_ngữ được bố_trí thuận_tiện cho sinh_viên học_tập các ngôn_ngữ khác nhau
Chương trình đào tạo giúp tôi tạo ra một mối quan hệ chặt chẽ và tin cậy với giảng viên và sinh viên khác.,2,curriculum,chương_trình đào_tạo giúp tôi tạo ra một mối quan_hệ chặt_chẽ và tin_cậy với giảng_viên và sinh_viên khác
"Thầy rất thân thiện và dễ gần, giúp sinh viên cảm thấy thoải mái khi học tập.",2,lecturer,thầy rất thân_thiện và dễ gần giúp sinh_viên cảm_thấy thoải_mái khi học_tập
Tôi luôn cảm thấy an toàn và thuận tiện hơn khi đi học và làm việc với bạn của tôi.,2,others,tôi luôn cảm_thấy an_toàn và thuận_tiện hơn khi đi học và làm_việc với bạn của tôi
Nội dung chương trình hấp dẫn và phù hợp với nhu cầu thực tế,1,curriculum,nội_dung chương_trình hấp_dẫn và phù_hợp với nhu_cầu thực_tế
Học tập tại trường rất đa dạng và bao gồm nhiều lĩnh vực.,2,curriculum,học_tập tại trường rất đa_dạng và bao_gồm nhiều lĩnh_vực
Chị ấy thiếu tinh thần trách nhiệm với công việc của mình.,0,others,chị ấy thiếu tinh_thần trách_nhiệm với công_việc của mình
Dịch vụ hỗ trợ sinh viên rất tốt.,2,curriculum,dịch_vụ hỗ_trợ sinh_viên rất tốt
"Trường có nhiều phòng học phục vụ cho các môn học khác nhau, đáp ứng nhu cầu học tập của sinh viên.",2,facility,trường có nhiều phòng học phục_vụ cho các môn_học khác nhau đáp_ứng nhu_cầu học_tập của sinh_viên
Cô bạn học của tôi là một người có trái tim ấm áp và luôn sẵn sàng chia sẻ.,2,others,cô bạn học của tôi là một người có trái_tim ấm_áp và luôn sẵn_sàng chia_sẻ
Họ luôn là người khôn ngoan và có thể đưa ra quyết định tốt trong mọi tình huống.,1,others,họ luôn là người khôn_ngoan và có_thể đưa ra quyết_định tốt trong mọi tình_huống
Tôi cảm thấy chương trình học rất kỹ lưỡng và có chất lượng giảng dạy tốt.,1,curriculum,tôi cảm_thấy chương_trình học rất kỹ_lưỡng và có chất_lượng giảng_dạy tốt
Phòng thí nghiệm đầy đủ dụng cụ và thiết bị để thực hành.,1,facility,phòng_thí_nghiệm đầy_đủ dụng_cụ và thiết_bị để thực_hành
Các chỗ để ngồi trong trường rất thoải mái và thuận tiện.,1,facility,các chỗ để ngồi trong trường rất thoải_mái và thuận_tiện
Anh bạn này là người có tư duy sáng tạo.,2,others,anh bạn này là người có tư_duy sáng_tạo
Tạo điều kiện cho sinh viên có thể được giảng viên hỗ trợ.,2,curriculum,tạo điều_kiện cho sinh_viên có_thể được giảng_viên hỗ_trợ
"Tôi rất thích những khu vực xanh của trường, chúng giúp tôi thư giãn và bớt căng thẳng sau những giờ học tập.",1,facility,tôi rất thích những khu_vực xanh của trường chúng giúp tôi thư_giãn và bớt căng_thẳng sau những giờ học_tập
"Cô giáo này, rất tự tin vào kiến thức của mình, không hề chia sẻ một cách dễ hiểu cho sinh viên.",0,lecturer,cô_giáo này rất tự_tin vào kiến_thức của mình không hề chia_sẻ một_cách dễ hiểu cho sinh_viên
Phòng học được thiết kế quá nhỏ và không đủ ánh sáng tự nhiên. Học sinh cảm thấy khó thở và đầu óc mệt mỏi sau khi học tập.,0,facility,phòng học được thiết_kế quá nhỏ và không đủ ánh_sáng tự_nhiên học_sinh cảm_thấy khó thở và đầu_óc mệt_mỏi sau khi học_tập
Anh ta có khả năng đàm phán tốt và giải quyết các mâu thuẫn thành công.,1,others,anh ta có khả_năng đàm_phán tốt và giải_quyết các mâu_thuẫn thành_công
Hệ thống wifi tại trường rất ổn định và tốc độ nhanh.,1,facility,hệ_thống wifi tại trường rất ổn_định và tốc_độ nhanh
"Giảng viên giúp học sinh phát triển kĩ năng mềm, giúp họ trở thành công dân toàn cầu.",2,lecturer,giảng_viên giúp học_sinh phát_triển kĩ_năng mềm giúp họ trở_thành công_dân toàn_cầu
Tôi thấy giảng viên của tôi rất nhiệt tình và tận tâm trong việc giảng dạy môn học.,1,lecturer,tôi thấy giảng_viên của tôi rất nhiệt_tình và tận_tâm trong việc giảng_dạy môn_học
Chất lượng đào tạo của trường chưa đạt yêu cầu của xã hội hiện nay.,0,facility,chất_lượng đào_tạo của trường chưa đạt yêu_cầu của xã_hội hiện_nay
Thầy đã giúp tôi hiểu được nhiều khái niệm và lý thuyết trong môn học này một cách dễ dàng.,2,lecturer,thầy đã giúp tôi hiểu được nhiều khái_niệm và lý_thuyết trong môn_học này một_cách dễ_dàng
. Giảng viên tạo không khí học tập thoải mái và thân thiện,1,lecturer,giảng_viên tạo không_khí học_tập thoải_mái và thân_thiện
Giảng viên này không thể tích cực đọc hiểu phản hồi của sinh viên.,0,lecturer,giảng_viên này không_thể tích_cực đọc hiểu phản_hồi của sinh_viên
"Các phòng thí nghiệm của trường rất chất lượng và được trang bị đầy đủ thiết bị, giúp tôi nghiên cứu và thực hành tốt hơn.",2,facility,các phòng_thí_nghiệm của trường rất chất_lượng và được trang_bị đầy_đủ thiết_bị giúp tôi nghiên_cứu và thực_hành tốt hơn
Tôi không hiểu tại sao giảng viên này lại được tuyển dụng vào đại học.,0,lecturer,tôi không hiểu tại_sao giảng_viên này lại được tuyển_dụng vào đại_học
Thiết kế bài kiểm tra đánh giá rất công bằng.,1,curriculum,thiết_kế bài kiểm_tra đánh_giá rất công_bằng
Bạn của tôi là người biết lắng nghe và giúp đỡ mọi người.,2,others,bạn của tôi là người biết lắng_nghe và giúp_đỡ mọi người
"Tệp tin hồ sơ sinh viên được tổ chức một cách rõ ràng, giúp cho sinh viên có thể dễ dàng đăng ký và theo dõi các kết quả học tập của mình.",2,facility,tệp tin hồ_sơ sinh_viên được tổ_chức một_cách rõ_ràng giúp cho sinh_viên có_thể dễ_dàng đăng_ký và theo_dõi các kết_quả học_tập của mình
Anh ấy bị tự cao tự đại và khó hợp tác với người khác.,0,others,anh ấy bị tự cao tự_đại và khó hợp_tác với người khác
Giảng viên giáo viên thường đưa ra các bài làm và kiểm tra khó.,1,lecturer,giảng_viên giáo_viên thường đưa ra các bài làm và kiểm_tra khó
Giảng viên kết hợp các hoạt động nhóm để giúp sinh viên trở nên chủ động và sáng tạo hơn.,1,lecturer,giảng_viên kết_hợp các hoạt_động nhóm để giúp sinh_viên trở_nên chủ_động và sáng_tạo hơn
Quy trình đăng ký học tập của trường quá rườm ra và khó khăn.,0,facility,quy_trình đăng_ký học_tập của trường quá rườm ra và khó_khăn
"Điều hòa của trường này không đủ lạnh, chất lượng kém.",0,facility,điều hòa của trường này không đủ lạnh chất_lượng kém
Cậu ấy đóng góp ý kiến đa dạng và phản biện trong các cuộc họp nhóm.,1,others,cậu ấy đóng_góp ý_kiến đa_dạng và phản_biện trong các cuộc họp nhóm
I am impressed by the quality of instructional materials used in the curriculum.,1,curriculum,i am_impressed by the quality of_instructional materials used in the curriculum
Không có động lực hoặc cơ hội được khuyến khích cho sinh viên.,0,curriculum,không có động_lực hoặc cơ_hội được khuyến_khích cho sinh_viên
Khóa học trả tiền nhưng không có lợi ích.,0,curriculum,khóa học trả tiền nhưng không có lợi_ích
Nhà vệ sinh không được vệ sinh sạch sẽ.,0,facility,nhà_vệ_sinh không được vệ_sinh sạch_sẽ
"Khuôn viên trường được trang bị nhiều bàn ghế dài, giúp cho sinh viên có thể thư giãn thoải mái, tìm hiểu và học tập tốt hơn.",2,facility,khuôn_viên trường được trang_bị nhiều bàn_ghế dài giúp cho sinh_viên có_thể thư_giãn thoải_mái tìm_hiểu và học_tập tốt hơn
Anh ta luôn giữ được sự bình tĩnh trong những tình huống căng thẳng.,1,others,anh ta luôn giữ được sự bình_tĩnh trong những tình_huống căng_thẳng
"Tôi rất hài lòng với sự hiểu biết và kiến thức của bạn, đó thực sự là một nguồn động lực lớn cho tôi.",2,others,tôi rất hài_lòng với sự hiểu_biết và kiến_thức của bạn đó thực_sự là một nguồn động_lực lớn cho tôi
Thầy hướng dẫn học sinh tìm kiếm và nghiên cứu thông tin một cách khoa học.,2,lecturer,thầy hướng_dẫn học_sinh tìm_kiếm và nghiên_cứu thông_tin một_cách khoa_học
Bạn ấy luôn muốn tỏ ra thông minh hơn nhưng lại không thực sự hữu ích trong công việc nhóm.,0,others,bạn ấy luôn muốn tỏ ra thông_minh hơn nhưng lại không thực_sự hữu_ích trong công_việc nhóm
Giảng viên này không nén khói thuốc kém.,0,lecturer,giảng_viên này không nén khói thuốc kém
Các chủ đề giảng dạy phù hợp với nhu cầu của sinh viên.,2,curriculum,các chủ_đề giảng_dạy phù_hợp với nhu_cầu của sinh_viên
"Giảng viên này thì không có kinh nghiệm giảng dạy thực tế, nội dung học rất tầm thường.",0,lecturer,giảng_viên này thì không có kinh_nghiệm giảng_dạy thực_tế nội_dung học rất tầm thường
